1
Deck is attached!
stateEstimateZ.x,stateEstimateZ.y,stateEstimateZ.z,ctrltargetZ.x,ctrltargetZ.y,ctrltargetZ.z,stabilizer.thrust,debug.error,
0,-28,8,3.0,-32.0,97.0,39163.72265625,0.08895272016525269,
0,-28,8,3.0,-32.0,117.0,39871.38671875,0.10849497467279434,
0,-27,9,3.0,-32.0,117.0,39871.38671875,0.10849497467279434,
0,-27,10,3.0,-32.0,138.0,40554.5390625,0.12815110385417938,
-1,-26,10,3.0,-32.0,138.0,40554.5390625,0.12815110385417938,
0,-26,10,3.0,-32.0,159.0,41276.625,0.14896687865257263,
-1,-24,11,3.0,-32.0,159.0,41276.625,0.14896687865257263,
-1,-23,11,3.0,-32.0,180.0,41970.3984375,0.16905157268047333,
-1,-21,11,3.0,-32.0,180.0,41970.3984375,0.16905157268047333,
-2,-20,11,3.0,-32.0,200.0,42654.97265625,0.18898694217205048,
-2,-18,11,3.0,-32.0,200.0,42654.97265625,0.18898694217205048,
-3,-17,10,3.0,-32.0,219.0,43295.15234375,0.20798857510089874,
-4,-14,10,3.0,-32.0,219.0,43295.15234375,0.20798857510089874,
-4,-14,11,3.0,-32.0,236.0,43881.5703125,0.22620923817157745,
-6,-11,11,3.0,-32.0,236.0,43881.5703125,0.22620923817157745,
-6,-10,6,3.0,-32.0,252.0,44302.4921875,0.24109476804733276,
-8,-8,6,3.0,-32.0,252.0,44302.4921875,0.24109476804733276,
-9,-6,6,3.0,-32.0,265.0,44894.76171875,0.2588401436805725,
-10,-5,7,3.0,-32.0,265.0,44894.76171875,0.2588401436805725,
-12,-4,4,3.0,-32.0,276.0,45334.9609375,0.2691422998905182,
-13,-3,4,3.0,-32.0,276.0,45334.9609375,0.2691422998905182,
-15,-3,4,3.0,-32.0,284.0,45768.16015625,0.280253142118454,
-15,-4,5,3.0,-32.0,284.0,45768.16015625,0.280253142118454,
-15,-5,6,3.0,-32.0,291.0,45824.890625,0.2854992747306824,
-15,-6,4,3.0,-32.0,291.0,45824.890625,0.2854992747306824,
-15,-6,4,3.0,-32.0,295.0,45764.796875,0.2913576066493988,
-18,-4,5,3.0,-32.0,295.0,45764.796875,0.2913576066493988,
-18,-5,6,3.0,-32.0,297.0,45475.59765625,0.292514830827713,
-22,-4,8,3.0,-32.0,297.0,45475.59765625,0.292514830827713,
-22,-4,9,3.0,-32.0,299.0,45008.046875,0.29129621386528015,
-20,-4,10,3.0,-32.0,299.0,45008.046875,0.29129621386528015,
-20,-4,12,3.0,-32.0,299.0,44337.234375,0.28916865587234497,
-13,-4,13,3.0,-32.0,299.0,44337.234375,0.28916865587234497,
-13,-5,19,3.0,-32.0,299.0,43560.390625,0.28610482811927795,
-14,-5,21,3.0,-32.0,299.0,43560.390625,0.28610482811927795,
-7,-10,23,3.0,-32.0,299.0,42527.01171875,0.2780238091945648,
-8,-11,26,3.0,-32.0,299.0,42527.01171875,0.2780238091945648,
-11,-12,32,3.0,-32.0,299.0,41572.13671875,0.2738589942455292,
-12,-13,34,3.0,-32.0,299.0,41572.13671875,0.2738589942455292,
-14,-10,37,3.0,-32.0,299.0,40503.1640625,0.2652128040790558,
-14,-10,40,3.0,-32.0,299.0,40503.1640625,0.2652128040790558,
-17,-9,44,3.0,-32.0,299.0,39605.01171875,0.2590670883655548,
-18,-3,50,3.0,-32.0,299.0,39605.01171875,0.2590670883655548,
-18,-4,54,3.0,-32.0,299.0,38644.1015625,0.24922272562980652,
-20,-4,57,3.0,-32.0,299.0,38644.1015625,0.24922272562980652,
-21,-7,60,3.0,-32.0,299.0,37936.99609375,0.2427198439836502,
-20,-8,68,3.0,-32.0,299.0,37936.99609375,0.2427198439836502,
-20,-9,72,3.0,-32.0,299.0,37167.50390625,0.23140105605125427,
-22,-9,75,3.0,-32.0,299.0,37167.50390625,0.23140105605125427,
-22,-10,78,3.0,-32.0,299.0,36647.0390625,0.2244534194469452,
-27,-13,88,3.0,-32.0,299.0,36647.0390625,0.2244534194469452,
-25,-16,91,3.0,-32.0,299.0,35980.828125,0.2117067575454712,
-25,-16,95,3.0,-32.0,299.0,35980.828125,0.2117067575454712,
-23,-17,99,3.0,-32.0,299.0,35570.796875,0.20437313616275787,
-23,-20,102,3.0,-32.0,299.0,35570.796875,0.20437313616275787,
-22,-20,104,3.0,-32.0,299.0,35433.96484375,0.19759386777877808,
-21,-22,107,3.0,-32.0,299.0,35433.96484375,0.19759386777877808,
-20,-23,110,3.0,-32.0,299.0,35754.94921875,0.19254828989505768,
-19,-25,113,3.0,-32.0,299.0,35754.94921875,0.19254828989505768,
-18,-26,116,3.0,-32.0,299.0,36272.34765625,0.18698257207870483,
-17,-28,118,3.0,-32.0,299.0,36272.34765625,0.18698257207870483,
-17,-29,120,3.0,-32.0,299.0,36785.9609375,0.1813785433769226,
-15,-31,123,3.0,-32.0,299.0,36785.9609375,0.1813785433769226,
-15,-32,125,3.0,-32.0,299.0,37290.06640625,0.1769569218158722,
-14,-34,122,3.0,-32.0,299.0,37290.06640625,0.1769569218158722,
-13,-35,124,3.0,-32.0,299.0,38117.0703125,0.17724469304084778,
-12,-37,125,3.0,-32.0,299.0,38117.0703125,0.17724469304084778,
-11,-37,126,3.0,-32.0,299.0,39038.51171875,0.1746469885110855,
-10,-39,124,3.0,-32.0,299.0,39038.51171875,0.1746469885110855,
-9,-40,125,3.0,-32.0,299.0,40062.921875,0.17502665519714355,
-7,-42,125,3.0,-32.0,299.0,40062.921875,0.17502665519714355,
-6,-44,126,3.0,-32.0,299.0,40942.27734375,0.174051895737648,
-6,-44,124,3.0,-32.0,299.0,40942.27734375,0.174051895737648,
-4,-46,123,3.0,-32.0,299.0,41876.75,0.17594477534294128,
-3,-47,123,3.0,-32.0,299.0,41876.75,0.17594477534294128,
-2,-49,123,3.0,-32.0,299.0,42698.7265625,0.17637574672698975,
-1,-49,122,3.0,-32.0,299.0,42698.7265625,0.17637574672698975,
0,-51,122,3.0,-32.0,299.0,43373.46875,0.17722643911838531,
1,-51,121,3.0,-32.0,299.0,43846.47265625,0.1781594455242157,
3,-52,121,3.0,-32.0,299.0,43846.47265625,0.1781594455242157,
4,-53,120,3.0,-32.0,299.0,44225.54296875,0.17964880168437958,
6,-54,118,3.0,-32.0,299.0,44225.54296875,0.17964880168437958,
6,-54,117,3.0,-32.0,299.0,44598.66015625,0.18211814761161804,
8,-55,116,3.0,-32.0,299.0,44598.66015625,0.18211814761161804,
9,-55,116,3.0,-32.0,299.0,44897.53515625,0.1839701533317566,
10,-56,115,3.0,-32.0,299.0,44897.53515625,0.1839701533317566,
13,-56,113,3.0,-32.0,299.0,45124.80078125,0.18652382493019104,
13,-57,112,3.0,-32.0,299.0,45124.80078125,0.18652382493019104,
15,-57,111,3.0,-32.0,299.0,45239.33203125,0.18861712515354156,
16,-58,110,3.0,-32.0,299.0,45239.33203125,0.18861712515354156,
17,-58,109,3.0,-32.0,299.0,45241.859375,0.1903550922870636,
18,-58,108,3.0,-32.0,299.0,45241.859375,0.1903550922870636,
19,-58,107,3.0,-32.0,299.0,45135.66015625,0.19204449653625488,
20,-58,107,3.0,-32.0,299.0,45135.66015625,0.19204449653625488,
20,-58,106,3.0,-32.0,299.0,44978.546875,0.19377078115940094,
21,-58,105,3.0,-32.0,299.0,44978.546875,0.19377078115940094,
22,-58,104,3.0,-32.0,299.0,44805.32421875,0.195017471909523,
22,-58,104,3.0,-32.0,299.0,44805.32421875,0.195017471909523,
24,-57,103,3.0,-32.0,299.0,44619.43359375,0.19604486227035522,
24,-57,104,3.0,-32.0,299.0,44619.43359375,0.19604486227035522,
24,-56,104,3.0,-32.0,299.0,44314.98828125,0.19547271728515625,
25,-57,104,3.0,-32.0,299.0,44314.98828125,0.19547271728515625,
26,-55,104,3.0,-32.0,299.0,43993.13671875,0.19591686129570007,
27,-54,103,3.0,-32.0,299.0,43993.13671875,0.19591686129570007,
27,-55,103,3.0,-32.0,299.0,43705.3671875,0.1961635947227478,
28,-53,103,3.0,-32.0,299.0,43705.3671875,0.1961635947227478,
28,-53,103,3.0,-32.0,299.0,43460.2265625,0.19615577161312103,
28,-52,103,3.0,-32.0,299.0,43460.2265625,0.19615577161312103,
28,-53,103,3.0,-32.0,299.0,43272.92578125,0.19685226678848267,
28,-51,103,3.0,-32.0,299.0,43272.92578125,0.19685226678848267,
28,-51,103,3.0,-32.0,299.0,43110.8828125,0.19659459590911865,
28,-50,103,3.0,-32.0,299.0,43110.8828125,0.19659459590911865,
28,-49,102,3.0,-32.0,299.0,43042.41796875,0.19706472754478455,
28,-50,103,3.0,-32.0,299.0,43042.41796875,0.19706472754478455,
28,-50,103,3.0,-32.0,299.0,42996.421875,0.19670304656028748,
28,-49,103,3.0,-32.0,299.0,42996.421875,0.19670304656028748,
28,-48,103,3.0,-32.0,299.0,42975.1171875,0.1966300904750824,
28,-48,103,3.0,-32.0,299.0,42975.1171875,0.1966300904750824,
27,-48,103,3.0,-32.0,299.0,42949.76953125,0.1962691843509674,
27,-47,103,3.0,-32.0,299.0,42949.76953125,0.1962691843509674,
27,-47,104,3.0,-32.0,299.0,42937.734375,0.19590428471565247,
28,-46,103,3.0,-32.0,299.0,42937.734375,0.19590428471565247,
27,-46,103,3.0,-32.0,299.0,42966.9453125,0.19651547074317932,
27,-46,103,3.0,-32.0,299.0,42966.9453125,0.19651547074317932,
27,-46,103,3.0,-32.0,299.0,42961.46875,0.19615724682807922,
27,-46,103,3.0,-32.0,299.0,42961.46875,0.19615724682807922,
26,-45,103,3.0,-32.0,299.0,42996.5078125,0.19675284624099731,
26,-45,103,3.0,-32.0,299.0,42996.5078125,0.19675284624099731,
26,-44,103,3.0,-32.0,299.0,43011.390625,0.1964527666568756,
26,-44,103,3.0,-32.0,299.0,43011.390625,0.1964527666568756,
25,-44,106,3.0,-32.0,299.0,42826.66015625,0.19325172901153564,
25,-44,107,3.0,-32.0,299.0,42826.66015625,0.19325172901153564,
24,-43,107,3.0,-32.0,299.0,42616.41015625,0.19261997938156128,
24,-43,107,3.0,-32.0,299.0,42616.41015625,0.19261997938156128,
24,-43,108,3.0,-32.0,299.0,42429.12890625,0.19154028594493866,
25,-44,108,3.0,-32.0,299.0,42429.12890625,0.19154028594493866,
25,-44,109,3.0,-32.0,299.0,42346.1328125,0.19078919291496277,
24,-44,109,3.0,-32.0,299.0,42346.1328125,0.19078919291496277,
24,-43,109,3.0,-32.0,299.0,42329.8203125,0.19007501006126404,
23,-44,110,3.0,-32.0,299.0,42329.8203125,0.19007501006126404,
23,-44,110,3.0,-32.0,299.0,42371.06640625,0.1894625723361969,
23,-44,110,3.0,-32.0,299.0,42371.06640625,0.1894625723361969,
23,-43,111,3.0,-32.0,299.0,42419.50390625,0.18889275193214417,
23,-44,111,3.0,-32.0,299.0,42419.50390625,0.18889275193214417,
23,-44,111,3.0,-32.0,299.0,42452.9609375,0.18841764330863953,
22,-44,111,3.0,-32.0,299.0,42452.9609375,0.18841764330863953,
22,-44,112,3.0,-32.0,299.0,42475.23046875,0.18792106211185455,
22,-44,111,3.0,-32.0,299.0,42475.23046875,0.18792106211185455,
22,-44,111,3.0,-32.0,299.0,42580.9609375,0.18859395384788513,
21,-44,111,3.0,-32.0,299.0,42580.9609375,0.18859395384788513,
21,-44,111,3.0,-32.0,299.0,42709.8984375,0.18835052847862244,
21,-44,111,3.0,-32.0,299.0,42709.8984375,0.18835052847862244,
20,-45,111,3.0,-32.0,299.0,42866.71875,0.18895664811134338,
20,-45,111,3.0,-32.0,299.0,42866.71875,0.18895664811134338,
20,-45,111,3.0,-32.0,299.0,42971.4453125,0.1888946294784546,
20,-45,111,3.0,-32.0,299.0,42971.4453125,0.1888946294784546,
20,-45,111,3.0,-32.0,299.0,43016.6796875,0.1884768307209015,
20,-45,111,3.0,-32.0,299.0,43016.6796875,0.1884768307209015,
20,-45,111,3.0,-32.0,299.0,43021.7578125,0.18842151761054993,
20,-45,111,3.0,-32.0,299.0,43021.7578125,0.18842151761054993,
20,-45,111,3.0,-32.0,299.0,43026.37890625,0.18840408325195312,
20,-46,111,3.0,-32.0,299.0,43026.37890625,0.18840408325195312,
20,-46,111,3.0,-32.0,299.0,43056.2421875,0.18867367506027222,
20,-46,111,3.0,-32.0,299.0,43056.2421875,0.18867367506027222,
19,-46,111,3.0,-32.0,299.0,43076.734375,0.18867522478103638,
19,-46,111,3.0,-32.0,299.0,43076.734375,0.18867522478103638,
19,-46,111,3.0,-32.0,299.0,43110.47265625,0.18886345624923706,
19,-47,111,3.0,-32.0,299.0,43110.47265625,0.18886345624923706,
18,-47,111,3.0,-32.0,299.0,43153.54296875,0.18894928693771362,
18,-47,112,3.0,-32.0,299.0,43153.54296875,0.18894928693771362,
18,-47,112,3.0,-32.0,299.0,43072.0234375,0.1872110366821289,
19,-48,112,3.0,-32.0,299.0,43072.0234375,0.1872110366821289,
19,-48,112,3.0,-32.0,299.0,42953.0859375,0.18707773089408875,
19,-48,113,3.0,-32.0,299.0,42953.0859375,0.18707773089408875,
18,-48,113,3.0,-32.0,299.0,42803.00390625,0.18644702434539795,
18,-48,113,3.0,-32.0,299.0,42803.00390625,0.18644702434539795,
18,-48,113,3.0,-32.0,299.0,42713.828125,0.18619775772094727,
18,-48,113,3.0,-32.0,299.0,42713.828125,0.18619775772094727,
18,-48,113,3.0,-32.0,299.0,42700.44921875,0.1864091455936432,
18,-48,113,3.0,-32.0,299.0,42700.44921875,0.1864091455936432,
18,-48,113,3.0,-32.0,299.0,42713.578125,0.18618334829807281,
18,-48,113,3.0,-32.0,299.0,42713.578125,0.18618334829807281,
18,-48,114,3.0,-32.0,299.0,42728.9765625,0.18597140908241272,
18,-48,114,3.0,-32.0,299.0,42728.9765625,0.18597140908241272,
18,-48,114,3.0,-32.0,299.0,42739.546875,0.1857900619506836,
18,-48,114,3.0,-32.0,299.0,42739.546875,0.1857900619506836,
18,-48,114,3.0,-32.0,299.0,42742.5703125,0.18559515476226807,
18,-48,114,3.0,-32.0,299.0,42742.5703125,0.18559515476226807,
18,-48,114,3.0,-32.0,299.0,42720.04296875,0.18516039848327637,
18,-48,114,3.0,-32.0,299.0,42720.04296875,0.18516039848327637,
17,-48,115,3.0,-32.0,299.0,42702.546875,0.18495076894760132,
17,-47,114,3.0,-32.0,299.0,42702.546875,0.18495076894760132,
17,-47,114,3.0,-32.0,299.0,42765.9765625,0.18574801087379456,
17,-47,114,3.0,-32.0,299.0,42765.9765625,0.18574801087379456,
17,-47,114,3.0,-32.0,299.0,42842.43359375,0.18567848205566406,
17,-47,114,3.0,-32.0,299.0,42842.43359375,0.18567848205566406,
17,-47,115,3.0,-32.0,299.0,42824.44921875,0.18443915247917175,
17,-47,115,3.0,-32.0,299.0,42824.44921875,0.18443915247917175,
17,-47,115,3.0,-32.0,299.0,42765.80078125,0.18427182734012604,
18,-47,115,3.0,-32.0,299.0,42765.80078125,0.18427182734012604,
18,-47,115,3.0,-32.0,299.0,42742.6328125,0.18450261652469635,
18,-47,115,3.0,-32.0,299.0,42742.6328125,0.18450261652469635,
18,-47,115,3.0,-32.0,299.0,42773.453125,0.1844080537557602,
18,-47,115,3.0,-32.0,299.0,42773.453125,0.1844080537557602,
17,-47,115,3.0,-32.0,299.0,42837.28125,0.18436980247497559,
17,-46,115,3.0,-32.0,299.0,42837.28125,0.18436980247497559,
17,-46,115,3.0,-32.0,299.0,42894.7265625,0.1842111051082611,
17,-46,115,3.0,-32.0,299.0,42894.7265625,0.1842111051082611,
17,-46,115,3.0,-32.0,299.0,42928.1328125,0.18422043323516846,
17,-46,114,3.0,-32.0,299.0,42928.1328125,0.18422043323516846,
17,-46,114,3.0,-32.0,299.0,42999.71484375,0.18511813879013062,
17,-46,114,3.0,-32.0,299.0,42999.71484375,0.18511813879013062,
17,-46,114,3.0,-32.0,299.0,43081.99609375,0.1852819323539734,
17,-45,114,3.0,-32.0,299.0,43081.99609375,0.1852819323539734,
17,-45,114,3.0,-32.0,299.0,43132.83984375,0.18527567386627197,
16,-45,114,3.0,-32.0,299.0,43132.83984375,0.18527567386627197,
